scenario,rep,provider_gen,model_gen,team_id,provider_inf,member_id,dim,y_true,y_pred,is_valid,coherence_1_5,realism_1_5,voice_diversity_1_5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00186,gemini,54019,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00186,gemini,54019,performance,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00186,gemini,488135,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00186,gemini,488135,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00186,gemini,488135,performance,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,12454,ability,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,12454,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,12454,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,20729,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,20729,productivity,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,20729,performance,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,32339,ability,LOW,LOW,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,32339,productivity,LOW,LOW,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,32339,performance,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,55101,ability,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,55101,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,55101,performance,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,84286,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,84286,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,84286,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,255566,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,255566,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,claude,255566,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,12454,ability,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,12454,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,12454,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,20729,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,20729,productivity,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,20729,performance,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,32339,ability,LOW,LOW,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,32339,productivity,LOW,LOW,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,32339,performance,LOW,LOW,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,55101,ability,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,55101,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,55101,performance,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,84286,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,84286,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,84286,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,255566,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,255566,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00195,gemini,255566,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,11765,ability,LOW,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,11765,productivity,LOW,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,11765,performance,LOW,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,21079,ability,LOW,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,21079,productivity,LOW,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,21079,performance,LOW,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,54659,ability,MID,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,54659,productivity,MID,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,54659,performance,MID,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,149461,ability,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,149461,productivity,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,149461,performance,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,237414,ability,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,237414,productivity,LOW,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,claude,237414,performance,MID,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,11765,ability,LOW,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,11765,productivity,LOW,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,11765,performance,LOW,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,21079,ability,LOW,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,21079,productivity,LOW,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,21079,performance,LOW,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,54659,ability,MID,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,54659,productivity,MID,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,54659,performance,MID,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,149461,ability,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,149461,productivity,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,149461,performance,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,237414,ability,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,237414,productivity,LOW,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00269,gemini,237414,performance,MID,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,4001,ability,LOW,MID,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,4001,productivity,LOW,MID,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,4001,performance,LOW,MID,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,13804,ability,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,13804,productivity,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,13804,performance,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,77685,ability,LOW,MID,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,77685,productivity,MID,MID,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,77685,performance,LOW,MID,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,87286,ability,MID,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,87286,productivity,MID,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,87286,performance,MID,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,212382,ability,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,212382,productivity,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,claude,212382,performance,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,4001,ability,LOW,LOW,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,4001,productivity,LOW,LOW,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,4001,performance,LOW,LOW,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,13804,ability,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,13804,productivity,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,13804,performance,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,77685,ability,LOW,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,77685,productivity,MID,MID,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,77685,performance,LOW,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,87286,ability,MID,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,87286,productivity,MID,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,87286,performance,MID,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,212382,ability,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,212382,productivity,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00328,gemini,212382,performance,HIGH,HIGH,True,5,5,5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,6789,ability,MID,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,6789,productivity,HIGH,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,6789,performance,HIGH,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,70034,ability,HIGH,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,70034,productivity,HIGH,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,70034,performance,HIGH,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,168084,ability,MID,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,168084,productivity,MID,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,168084,performance,MID,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,192754,ability,LOW,MID,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,192754,productivity,LOW,MID,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,192754,performance,LOW,MID,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,367549,ability,LOW,MID,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,367549,productivity,LOW,MID,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,367549,performance,LOW,MID,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,384719,ability,LOW,MID,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,384719,productivity,MID,LOW,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,claude,384719,performance,LOW,MID,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,6789,ability,MID,MID,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,6789,productivity,HIGH,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,6789,performance,HIGH,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,70034,ability,HIGH,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,70034,productivity,HIGH,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,70034,performance,HIGH,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,168084,ability,MID,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,168084,productivity,MID,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,168084,performance,MID,HIGH,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,192754,ability,LOW,LOW,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,192754,productivity,LOW,LOW,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,192754,performance,LOW,LOW,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,367549,ability,LOW,LOW,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,367549,productivity,LOW,LOW,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,367549,performance,LOW,LOW,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,384719,ability,LOW,LOW,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,384719,productivity,MID,LOW,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00586,gemini,384719,performance,LOW,LOW,False,4,2,1
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,49303,ability,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,49303,productivity,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,49303,performance,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,53954,ability,LOW,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,53954,productivity,LOW,LOW,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,53954,performance,LOW,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,112406,ability,MID,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,112406,productivity,MID,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,112406,performance,MID,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,136230,ability,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,136230,productivity,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,136230,performance,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,153021,ability,MID,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,153021,productivity,MID,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,153021,performance,MID,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,304178,ability,LOW,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,304178,productivity,MID,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,claude,304178,performance,MID,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,49303,ability,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,49303,productivity,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,49303,performance,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,53954,ability,LOW,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,53954,productivity,LOW,LOW,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,53954,performance,LOW,LOW,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,112406,ability,MID,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,112406,productivity,MID,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,112406,performance,MID,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,136230,ability,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,136230,productivity,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,136230,performance,HIGH,HIGH,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,153021,ability,MID,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,153021,productivity,MID,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,153021,performance,MID,MID,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,304178,ability,LOW,LOW,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,304178,productivity,MID,LOW,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00590,gemini,304178,performance,MID,LOW,True,5,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,5553,ability,MID,MID,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,5553,productivity,MID,MID,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,5553,performance,MID,MID,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,75794,ability,LOW,MID,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,75794,productivity,MID,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,75794,performance,LOW,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,98074,ability,LOW,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,98074,productivity,MID,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,98074,performance,LOW,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,326471,ability,HIGH,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,326471,productivity,LOW,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,326471,performance,HIGH,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,440036,ability,HIGH,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,440036,productivity,HIGH,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,claude,440036,performance,HIGH,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,gemini,5553,ability,MID,MID,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,gemini,5553,productivity,MID,MID,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,gemini,5553,performance,MID,MID,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,gemini,75794,ability,LOW,MID,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,gemini,75794,productivity,MID,MID,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,gemini,75794,performance,LOW,MID,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,gemini,98074,ability,LOW,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,gemini,98074,productivity,MID,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,gemini,98074,performance,LOW,HIGH,True,4,4,4
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_00740,gemini,326471,ability,HIGH,HIGH,True,4,4,4
