group_id,category,size,pair_avg_sim,pair_min_sim,pair_max_sim,top_terms
HIGH_02734,HIGH,6,0.5178062319755554,0.4593765139579773,1.0,"office, manager, mover, hairdresser, groom, accountant"
HIGH_02287,HIGH,6,0.507851243019104,0.4611693620681762,0.5773798823356628,"manager, department, chief, executive, officer, accountant, general, veterinarian, financial, commercial, director, insurance, clerk"
HIGH_01833,HIGH,5,1.0,1.0,1.0,"psychologist, psychotherapist"
HIGH_02237,HIGH,5,0.9999998807907104,0.9999999403953552,0.9999999403953552,"biologist, assistant, lecturer"
HIGH_02239,HIGH,5,0.9999998807907104,0.9999999403953552,0.9999999403953552,"mover, house, sitter"
HIGH_01895,HIGH,5,0.9407384991645812,0.8518463373184204,1.0,"recycling, worker, vehicle, maintenance, attendant, mover"
HIGH_02470,HIGH,5,0.9401655197143556,0.8504139184951782,1.0,"sales, assistant, factory, hand"
HIGH_02870,HIGH,5,0.9336360692977904,0.8340900540351868,1.000000238418579,"chief, executive, officer, business, analyst"
HIGH_02422,HIGH,5,0.930648684501648,0.826621949672699,0.9999999403953552,"cook, house, sitter"
HIGH_02164,HIGH,5,0.9221050143241882,0.8052623271942139,1.0000001192092896,"building, construction, worker, caretaker"
HIGH_02851,HIGH,5,0.9051950573921204,0.7629874348640442,1.0000001192092896,"assistant, pharmacy, sales"
HIGH_02808,HIGH,5,0.8914621472358704,0.8191035389900208,1.0,"management, assistant, purchaser"
HIGH_02603,HIGH,5,0.8912014961242676,0.8186692595481873,1.0000001192092896,"mover, home, care, aide"
HIGH_02268,HIGH,5,0.8842070698738098,0.7791492342948914,1.0,"software, developer, chief, information, officer"
HIGH_02097,HIGH,5,0.8796927332878113,0.6992321014404297,0.9999998211860656,"worker, social, child, care, shelf, filler"
HIGH_02127,HIGH,5,0.8665911555290222,0.703933835029602,1.0,"sales, assistant, postman, postwoman, lieutenant"
HIGH_00970,HIGH,5,0.8590685129165649,0.6890771985054016,0.9999998807907104,"gaming, dealer, factory, hand, mover"
HIGH_02660,HIGH,5,0.8571812510490417,0.6429531574249268,1.0,"secretary, shelf, filler, cook"
HIGH_02087,HIGH,5,0.8555830121040344,0.7593050599098206,1.0,"child, care, worker, management, assistant"
HIGH_02348,HIGH,5,0.8525205850601196,0.6579680442810059,1.0000001192092896,"cabinet, maker, coordinator"
HIGH_00473,HIGH,5,0.8518922924995422,0.6297307014465332,1.0,"management, assistant, sales, account, manager, hotel, porter"
HIGH_02299,HIGH,5,0.8498214483261108,0.7186830639839172,1.0,"social, worker, employment, agent, sociologist"
HIGH_00501,HIGH,5,0.848983883857727,0.6502448320388794,0.9999999403953552,"flower, garden, specialised, seller, sales, assistant, home, care, aide"
HIGH_01787,HIGH,5,0.8400157690048218,0.6536068320274353,1.0,"cook, sales, assistant"
HIGH_02279,HIGH,5,0.8393694162368774,0.6239119172096252,1.0000001192092896,"concrete, finisher, products, machine, operator, mixed, farmer"
HIGH_00274,HIGH,5,0.8375080227851868,0.7542085647583008,1.0,"private, chauffeur, vehicle, maintenance, attendant, mover"
HIGH_02505,HIGH,5,0.8372880816459656,0.5932199954986572,1.0000001192092896,"care, foster, support, worker, home, aide, social, pedagogue"
HIGH_01888,HIGH,5,0.8366293907165527,0.5915736556053162,0.9999999403953552,"cook, metal, sawing, machine, operator, home, care, aide"
HIGH_00879,HIGH,5,0.8322904706001282,0.6290188431739807,1.0000001192092896,"building, construction, worker, food, production, operator, factory, hand"
HIGH_01548,HIGH,5,0.8286843299865723,0.6549782752990723,1.0,"manager, project, sales"
HIGH_01332,HIGH,5,0.821432888507843,0.6677968502044678,1.0,"financial, manager, bookkeeper, mover"
HIGH_02727,HIGH,5,0.8179600834846497,0.5449002385139465,1.0,"shelf, filler, instructor, fitness, aid"
HIGH_01458,HIGH,5,0.8176781535148621,0.7046558260917664,1.0,"web, designer, art, director"
HIGH_02657,HIGH,5,0.8176190257072449,0.5440478324890137,0.9999998807907104,"assistant, administrative, sales, legal"
HIGH_00406,HIGH,5,0.815240740776062,0.6395939588546753,1.0,"primary, school, teacher, home, care, aide, fitness, instructor"
HIGH_02860,HIGH,5,0.8095945119857788,0.523986279964447,1.0,"worker, building, construction, mixed, farmer, crop, production, civil, engineering"
HIGH_02823,HIGH,5,0.8064299821853638,0.5844985842704773,1.0,"business, consultant, manager, department, lean"
HIGH_02558,HIGH,5,0.8056327104568481,0.5140817165374756,0.9999999403953552,"online, marketer, technical, sales, representative, imagesetter, advertising, manager"
HIGH_02678,HIGH,5,0.8046003580093384,0.6090723276138306,0.9999998807907104,"manager, project, product, services, ict"
HIGH_01898,HIGH,5,0.8037353754043579,0.7029310464859009,0.9213953018188475,"motor, vehicle, parts, assembler, mover, raw, materials, warehouse, specialist"
HIGH_01569,HIGH,5,0.8016501665115356,0.5041253566741943,0.9999999403953552,"centre, agent, mover, management, assistant"
HIGH_02653,HIGH,5,0.8008396029472351,0.5020989179611206,1.0,"worker, building, construction, food, production, operator, civil, engineering, garden, labourer, mover"
HIGH_02717,HIGH,5,0.7999241352081299,0.4998103976249695,1.0,"bookkeeper, hairdresser, mover"
HIGH_00308,HIGH,5,0.7970703840255737,0.5658864378929138,1.0000001192092896,"mover, usher"
HIGH_02499,HIGH,5,0.795494019985199,0.6370663046836853,0.9999998211860656,"assistant, dental, chairside, healthcare"
HIGH_00168,HIGH,5,0.7954500913619995,0.5885748267173767,1.0,"lecturer, assistant, legal, consultant, higher, education"
HIGH_00954,HIGH,5,0.7925509214401245,0.5165611505508423,1.0,"worker, child, care, social, pedagogue"
HIGH_02873,HIGH,5,0.7912635207176208,0.4781587421894073,1.0000001192092896,"factory, hand, postman, postwoman, mover"
HIGH_00242,HIGH,5,0.790252685546875,0.5609052181243896,1.0,"recycling, worker, mover, coordinator"
HIGH_02555,HIGH,5,0.7897606492042542,0.6509225964546204,0.8810542225837708,"inventory, coordinator, vehicle, maintenance, attendant, mover"
HIGH_02321,HIGH,5,0.7884199023246765,0.5764800906181335,1.0000001192092896,"psychologist, assistant, lecturer"
HIGH_02588,HIGH,5,0.7880154848098755,0.4700385928153991,1.0,"manager, event, project, medical, administrative, assistant, critic, ict, documentation"
HIGH_01957,HIGH,5,0.7878604531288147,0.5410768985748291,1.0,"social, worker, office, clerk, mental, health, mover, advertising, specialist"
HIGH_02385,HIGH,5,0.7877359390258789,0.4693399369716644,1.0,"operator, paper, stationery, machine, food, production, private, chauffeur"
HIGH_02759,HIGH,5,0.787453830242157,0.5276452302932739,1.0000001192092896,"tile, fitter, house, sitter, tiling, supervisor"
HIGH_02574,HIGH,5,0.7865456342697144,0.5677944421768188,1.0000001192092896,"manager, membership, sales, department"
HIGH_02166,HIGH,5,0.7860841751098633,0.4652103185653686,1.0,"accountant, business, consultant, tax, clerk"
HIGH_00218,HIGH,5,0.7841252088546753,0.5189681053161621,1.0000001192092896,"manager, construction, roofing, supervisor, operations"
HIGH_01743,HIGH,5,0.7838066816329956,0.6679354906082153,1.0000001192092896,"worker, vehicle, maintenance, attendant, civil, engineering, building, construction, mover"
HIGH_02563,HIGH,5,0.783700704574585,0.4592517614364624,1.0,"garden, labourer, factory, hand, mover"
HIGH_01624,HIGH,5,0.7828386425971985,0.5804551839828491,1.0,"industrial, machinery, mechanic, food, production, operator, mover, healthcare, assistant"
HIGH_02880,HIGH,5,0.7826512455940247,0.4566279947757721,1.0000001192092896,"corporate, trainer, human, resources, officer, office, manager, assistant"
HIGH_01454,HIGH,5,0.7817817330360413,0.4544542133808136,1.0000001192092896,"language, school, teacher, office, clerk, educational, counsellor"
HIGH_00885,HIGH,5,0.7810795307159424,0.4526987373828888,1.0000001192092896,"motor, vehicle, parts, assembler, food, production, operator, private, chauffeur, mover"
HIGH_02760,HIGH,5,0.7809926271438599,0.4524815082550049,1.0,"specialist, nurse, office, clerk, mover"
HIGH_02040,HIGH,5,0.7800667881965637,0.5711351037025452,1.0,"worker, social, disability, support, cabinet, maker"
HIGH_00826,HIGH,5,0.7792363166809082,0.5666519403457642,0.9999998807907104,"architect, interior, mover"
HIGH_00624,HIGH,5,0.777634859085083,0.5971161723136902,0.9999998211860656,"social, worker, home, care, aide, healthcare, assistant"
HIGH_01955,HIGH,5,0.7754970788955688,0.6804661750793457,1.0000001192092896,"building, construction, worker, private, chauffeur, caretaker"
HIGH_02334,HIGH,5,0.7748878598213196,0.6403679251670837,0.9999999403953552,"shelf, filler, mover, sales, assistant"
HIGH_00904,HIGH,5,0.7727113962173462,0.5711785554885864,1.0000001192092896,"tax, clerk, assistant, human, resources, management"
HIGH_02756,HIGH,5,0.7712370157241821,0.5191430449485779,1.0,"shelf, filler, assistant, lecturer, management"
HIGH_02842,HIGH,5,0.7710811495780945,0.4867609441280365,1.0,"power, tool, repair, technician, mechatronics, assembler, ict, administrator, mover"
HIGH_01219,HIGH,5,0.7707736492156982,0.5624292492866516,1.0000001192092896,"chemistry, technician, building, construction, worker, mover"
HIGH_00699,HIGH,5,0.7693008184432983,0.4746365249156952,0.9999999403953552,"specialised, seller, mover, musician"
HIGH_02361,HIGH,5,0.7679970264434814,0.5472974181175232,1.0000001192092896,"manager, membership, project, home, care, aide"
HIGH_00521,HIGH,5,0.7659204006195068,0.6023826003074646,0.9999999403953552,"teacher, special, educational, needs, secondary, school, higher, education, lecturer, physicist"
HIGH_00137,HIGH,5,0.7639767527580261,0.5222672820091248,1.0000001192092896,"scientist, data, assistant, lecturer, bioinformatics"
HIGH_02733,HIGH,5,0.7600840330123901,0.6204595565795898,0.9999999403953552,"art, director, graphic, designer"
HIGH_01931,HIGH,5,0.7596720457077026,0.5280705094337463,1.0000001192092896,"management, assistant, sales, account, manager, occupational, therapist"
HIGH_01237,HIGH,5,0.7582122683525085,0.4530697464942932,1.000000238418579,"motor, vehicle, parts, assembler, office, clerk, management, assistant"
HIGH_02342,HIGH,5,0.757003128528595,0.4965755045413971,1.0,"marketing, consultant, online, marketer, ebusiness, manager"
HIGH_01927,HIGH,5,0.7556809782981873,0.4605416059494018,0.9999998807907104,"manager, office, house, sitter, coordinator, real, estate"
HIGH_02506,HIGH,5,0.7548460364341736,0.53916996717453,1.0000001192092896,"mover, shelf, filler, factory, hand, office, clerk"
HIGH_01315,HIGH,5,0.7547656297683716,0.5099616646766663,1.0,"engineer, mechanical, assistant, lecturer, calculation"
