_id,last_experience_order,performance_mean,productivity_mean,ability_mean,perf_p_low,perf_p_med,perf_p_high,prod_p_low,prod_p_med,prod_p_high,abil_p_low,abil_p_med,abil_p_high,performance_score_mean_0_100,ability_score_mean_0_100
32,2,0.07736501097679138,0.8617560863494873,-0.5582160850365957,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,51.97679901123047,37.249003092447914
34,7,-0.2625264376401901,0.5947662349790335,-0.04717676341533661,0.375,0.375,0.25,0.5,0.25,0.25,0.25,0.5,0.25,45.46123993396759,49.96048152446747
35,9,1.2506455719470977,1.101260495185852,1.4652534306049347,0.1,0.3,0.6,0.4,0.2,0.4,0.0,0.3,0.7,71.41907577514648,75.00146026611328
40,15,1.08540777862072,1.692005371209234,0.8523942679166794,0.1875,0.0625,0.75,0.1875,0.0625,0.75,0.1875,0.0625,0.75,69.52095407247543,66.77636010944843
41,6,-1.6951706068856376,0.25761643264974865,-1.4998292965548379,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,19.440224851880753,22.284422738211497
43,6,0.5811812366758075,0.7692332203899112,0.7666945031711033,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.5714285714285714,61.5039187840053,64.91058458600726
44,4,2.3706971764564515,2.616028594970703,1.8450376272201539,0.0,0.2,0.8,0.0,0.0,1.0,0.0,0.4,0.6,85.34109954833984,79.19168472290039
46,3,-0.9875762164592743,0.45196138322353363,-1.374193623661995,0.75,0.25,0.0,0.5,0.5,0.0,1.0,0.0,0.0,30.284368753433228,23.22685730457306
54,3,1.1832348555326462,1.6772145330905914,0.6872825399041176,0.25,0.0,0.75,0.25,0.0,0.75,0.25,0.25,0.5,70.0005521774292,61.524028301239014
60,6,0.6928854244095939,1.3582890459469386,-0.179132946899959,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,63.17799459184919,46.29343686785017
81,10,0.9266283186999235,1.268741087480025,0.6236253489147533,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.36363636363636365,66.50799768621272,60.6410043889826
83,3,-0.7667680084705353,0.7409715391695499,-1.3347490280866623,0.5,0.5,0.0,0.25,0.5,0.25,1.0,0.0,0.0,35.455286264419556,24.804370641708374
85,2,0.37103339036305744,0.7909570982058843,0.5277864336967468,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,58.100537618001304,60.93341636657715
87,7,0.9367691203951836,1.2888118103146553,0.9662790112197399,0.125,0.375,0.5,0.25,0.25,0.5,0.125,0.375,0.5,66.81230068206787,67.23798751831055
89,2,-0.6533827582995096,0.9183785617351532,-1.265367825826009,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,41.27024618784586,30.089267253875732
90,5,0.47586793700853985,1.4534190793832142,0.1434463163216909,0.16666666666666666,0.3333333333333333,0.5,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.5,61.01126003265381,53.988221168518066
91,4,0.8102343678474426,1.2631035447120667,0.39628111124038695,0.2,0.0,0.8,0.2,0.4,0.4,0.2,0.4,0.4,64.54198532104492,57.836617660522464
93,8,0.8116235269440545,1.1556919920775626,1.0263722671402826,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.5555555555555556,62.93060535854764,66.17377450731065
95,2,-1.084402362505595,0.33045000831286114,-1.1464195052782695,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,26.728718121846516,25.626351674397785
102,3,1.3002238720655441,1.4756489247083664,1.3240289986133575,0.0,0.25,0.75,0.0,0.25,0.75,0.0,0.25,0.75,76.06738758087158,76.46117687225342
106,4,-1.47532000541687,0.23805610835552216,-1.390374755859375,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.332569694519044,20.68555603027344
107,7,-0.292294442653656,0.7505213646218181,0.06987201422452927,0.5,0.125,0.375,0.625,0.125,0.25,0.5,0.125,0.375,44.06756806373596,48.86387121677399
111,2,-0.7461887001991272,0.5932978292306265,-1.3220588366190593,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,32.400099436442055,21.37582778930664
112,6,0.5217960881335395,1.135967458997454,-0.31170274530138287,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.2857142857142857,57.93627657209124,42.66692761012486
118,4,-1.3461502283811568,0.4992350462824106,-1.7502861857414245,0.6,0.4,0.0,0.6,0.2,0.2,0.8,0.2,0.0,28.7597934961319,22.506165790557862
126,10,0.6163374422626062,1.4119998975233599,0.484502296556126,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.45454545454545453,60.940973195162684,58.623849695379086
134,2,0.44091568390528363,1.055198609828949,0.3444879899422328,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,59.796321868896484,57.645013173421226
140,5,1.1938909441232681,1.6870587666829426,0.7760509153207144,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,73.31936963399251,65.57932090759277
143,2,0.29173874855041504,0.826718141635259,0.6137930154800415,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,56.304463704427086,61.58988253275553
146,10,0.10493916273117065,1.0356912077827887,0.13738026944073764,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.45454545454545453,53.858361504294656,54.39982635324652
147,4,0.019780659675598146,0.8910586893558502,-0.5371127009391785,0.6,0.0,0.4,0.6,0.0,0.4,0.6,0.0,0.4,48.9600248336792,40.691412353515624
148,3,0.2571421414613724,1.0851793810725212,-0.01707962155342102,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.25,54.571195125579834,49.450345516204834
154,2,0.5654021700223287,1.3344056208928425,0.7780922949314117,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,63.570082346598305,68.25658289591472
155,3,0.2840281128883362,1.2505007274448872,-0.18178579211235046,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,54.64916920661926,48.28286147117615
162,6,2.137515459741865,2.2568690606525967,1.4355623030236788,0.0,0.14285714285714285,0.8571428571428571,0.0,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.5714285714285714,82.5607430594308,73.33360780988421
163,2,-0.9722951253255209,0.9586485791951418,-1.1343764464060466,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,36.22913408279419,35.10727667808533
164,4,-0.06379923820495606,0.6452997773885727,-0.1326216697692871,0.6,0.0,0.4,0.6,0.2,0.2,0.6,0.0,0.4,48.200592803955075,46.774418640136716
165,3,0.9446117877960205,1.3739494569599628,1.5134662687778473,0.25,0.0,0.75,0.25,0.25,0.5,0.25,0.0,0.75,63.691983699798584,71.09403991699219
167,2,0.4001007080078125,1.1969000448783238,0.5328973134358724,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,59.84427865346273,61.282044410705566
169,9,-0.5877522468566895,0.9513421647250653,-1.1684315860271455,0.6,0.2,0.2,0.4,0.2,0.4,0.6,0.3,0.1,39.935168504714966,29.84664692878723
178,3,0.41308960132300854,0.8753543496131897,0.6158910244703293,0.0,0.5,0.5,0.25,0.5,0.25,0.0,0.5,0.5,59.47842311859131,63.937588691711426
180,3,0.843693733215332,0.9044601768255234,1.1742545515298843,0.0,0.25,0.75,0.0,0.75,0.25,0.0,0.0,1.0,69.31606388092041,75.65680885314941
181,4,0.08900613784790039,0.7615186929702759,-0.2309154748916626,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,52.4190673828125,47.212684631347656
182,5,-0.8514596025149027,0.7465636475632588,-1.1855570276578267,0.6666666666666666,0.0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,38.0363355477651,33.53267995516459
184,2,-0.8291452427705129,0.8008398016293844,-1.605677843093872,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,35.220761934916176,21.596449216206867
185,5,-0.5073220878839493,0.5269344573219618,-0.7878396113713583,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,39.459986209869385,34.054085890452065
191,5,-0.3769451528787613,0.8374801501631737,-1.3466748346885045,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,0.16666666666666666,0.0,43.56733242670695,25.665902853012085
193,3,0.5266804099082947,0.9125114679336548,0.3407062068581581,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,62.85111331939697,58.423279762268066
195,4,-0.7251612424850464,0.3952413111925125,-0.43959674835205076,0.6,0.4,0.0,0.6,0.4,0.0,0.6,0.4,0.0,34.04523811340332,40.20757522583008
196,3,0.5344816222786903,1.360442079603672,0.282476082444191,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.0,0.5,58.54115343093872,54.67929649353027
203,7,-0.3917956296354532,0.6118388189934194,-0.24649988673627377,0.375,0.5,0.125,0.375,0.5,0.125,0.375,0.375,0.25,44.26126050949097,47.19174015522003
206,5,0.17241895695527396,1.0647533759474754,-0.5782137115796407,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,52.30162111918131,37.5519765218099
207,5,1.502418537934621,1.7497089467942715,1.2361260056495667,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,76.0465710957845,73.126051902771
209,3,0.12492776662111282,0.6221648082137108,-0.05813568830490112,0.25,0.5,0.25,0.5,0.5,0.0,0.25,0.5,0.25,52.98856782913208,48.823750495910645
210,3,0.5598414018750191,1.1491763778030872,0.3925721663981676,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0.25,55.068581104278564,52.32839632034302
213,3,0.1459936574101448,1.5279427543282509,-0.3910019174218178,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,49.08748722076416,41.96831077337265
216,4,0.5849818110466003,0.5716149687767029,1.0229108452796936,0.2,0.2,0.6,0.4,0.6,0.0,0.0,0.2,0.8,63.251644134521484,71.76144027709961
219,3,1.5807012394070625,2.2682965993881226,1.0995834171772003,0.0,0.25,0.75,0.0,0.0,1.0,0.0,0.25,0.75,80.00241184234619,72.28615760803223
226,3,0.9677617931738496,1.430871158838272,0.17233633995056152,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.25,0.25,68.12199592590332,52.338998794555664
229,10,1.545152414928783,1.4705843939022585,1.3084583390842786,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.09090909090909091,0.8181818181818182,76.86360558596525,73.71648285605691
231,2,0.03267361720403036,0.45977644870678586,0.7503315409024557,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,51.25328063964844,64.43987782796223
232,2,-0.017973045508066814,0.7937903131047884,-0.28651106357574463,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,51.47839101155599,46.8521998723348
236,2,-0.2893628279368083,0.6089900682369868,-0.8211276034514109,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,43.75690587361654,33.43112087249756
240,7,0.04573187232017517,0.9223065823316574,-0.3278123177587986,0.375,0.375,0.25,0.375,0.375,0.25,0.625,0.125,0.25,49.8618745803833,42.44042086601257
244,4,1.8534816741943358,1.5896907150745392,2.0992697954177855,0.2,0.0,0.8,0.2,0.0,0.8,0.0,0.2,0.8,79.49425659179687,82.22324066162109
250,9,1.1906168013811111,1.3554341554641725,0.6473458886146546,0.1,0.2,0.7,0.1,0.3,0.6,0.2,0.2,0.6,73.09065895080566,63.3630931854248
259,4,1.223723292350769,1.5019929111003876,1.5456750869750977,0.2,0.2,0.6,0.4,0.0,0.6,0.2,0.2,0.6,67.83310203552246,72.09773674011231
264,3,1.2650149464607239,1.5145394504070282,0.8853238224983215,0.0,0.25,0.75,0.0,0.25,0.75,0.25,0.0,0.75,74.97387218475342,68.45868301391602
267,3,2.384206771850586,2.1226795315742493,2.342860758304596,0.0,0.25,0.75,0.0,0.5,0.5,0.0,0.25,0.75,81.09893608093262,80.6453218460083
269,3,-0.997953787446022,0.6414892673492432,-1.7631909549236298,0.75,0.0,0.25,0.75,0.0,0.25,0.75,0.25,0.0,30.3419451713562,19.430516958236694
270,4,-0.38554500341415404,0.5462358355522156,-0.7160595715045929,0.6,0.2,0.2,0.6,0.2,0.2,0.8,0.2,0.0,41.282400131225586,34.33963565826416
272,5,1.2585543195406597,1.3053166617949803,0.37380526463190716,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.5,71.9189936319987,56.45265515645345
273,5,1.3075426419576008,1.3936249986290932,1.3736249804496765,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,73.4707899093628,74.31571674346924
274,5,0.07307098309199016,0.5408335998654366,0.4354747235774994,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,51.30724843343099,59.228790918986
275,2,1.5293025970458984,1.352404276529948,1.3506404161453247,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,81.44351196289062,78.65456136067708
278,2,-1.061006228129069,0.7893087615569433,-2.2709596951802573,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,32.34622589747111,16.93084756533305
281,5,1.4104782243569691,1.413616344332695,1.4024211764335632,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.8333333333333334,74.82016404469807,74.6762097676595
285,3,-0.22175969183444977,0.6360440254211426,-0.4557243399322033,0.25,0.75,0.0,0.25,0.75,0.0,0.5,0.5,0.0,44.998377323150635,39.67378330230713
293,6,-0.8947513550519943,0.6135708349091666,-1.3944428435393743,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.0,33.518187931605745,25.73765993118286
300,6,0.5961575422968183,1.5037143571036202,-0.049369215965270996,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,60.0961788722447,48.214524677821565
301,7,0.5323249585926533,1.2238344959914684,0.43670935183763504,0.25,0.375,0.375,0.25,0.375,0.375,0.25,0.375,0.375,59.45418727397919,57.83268940448761
303,2,0.677681177854538,1.0710110664367676,0.9430592060089111,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,64.76515324910481,69.83019383748372
310,7,-0.41800684854388237,0.547504847869277,-0.3757377602159977,0.5,0.25,0.25,0.625,0.125,0.25,0.5,0.25,0.25,41.62808644771576,42.27241671085358
313,7,-0.36447568237781525,0.9511939454823732,-1.0872321911156178,0.375,0.25,0.375,0.375,0.25,0.375,0.625,0.125,0.25,44.27761995792389,33.02169618010521
314,4,-0.35456525087356566,0.767008489370346,-0.8697190642356872,0.4,0.6,0.0,0.2,0.6,0.2,0.8,0.2,0.0,42.57826957702637,31.528514289855956
318,9,0.7938249707221985,1.027561405301094,0.9161047905683517,0.1,0.3,0.6,0.3,0.2,0.5,0.1,0.2,0.7,66.53219108581543,68.8800895690918
321,9,0.8401697427034378,1.6012122929096222,0.24847445636987686,0.3,0.0,0.7,0.2,0.1,0.7,0.3,0.2,0.5,64.25983715057373,54.253512382507324
323,5,1.0351430773735046,1.5629156741003196,0.7068766951560974,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,65.49049123128255,62.17406193415324
324,5,2.142358203728994,1.6370379229386647,2.480406184991201,0.0,0.0,1.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,87.05829238891602,90.11065292358398
325,6,1.1936506373541695,1.3771523364952631,0.9017007648944855,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.42857142857142855,71.82400240216937,66.91081619262695
328,3,0.7003710456192493,1.4593721777200699,0.1283552050590515,0.0,0.75,0.25,0.0,0.5,0.5,0.5,0.25,0.25,61.93426513671875,50.38214683532715
333,3,0.2781897783279419,1.2344797560945153,0.3383798152208328,0.25,0.0,0.75,0.25,0.0,0.75,0.25,0.0,0.75,60.353668093681335,60.963924050331116
336,11,0.03199073175589243,0.9224114877482256,-0.45069364209969837,0.25,0.3333333333333333,0.4166666666666667,0.25,0.4166666666666667,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,51.42375183105469,42.17013108730316
343,5,-0.38076676428318024,0.7608100473880768,-0.7225835720698038,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,40.735267321268715,34.435892740885414
347,4,0.715401542186737,1.2234878614544868,0.2538539707660675,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.4,0.4,63.63376598358154,56.06260738372803
349,2,-2.4835512240727744,0.12297475958863895,-3.2655844688415527,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.281781911849976,4.628974835077922
350,5,-0.16269471744696298,1.1142647337789338,-0.2531202385822932,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,54.04809685548147,52.59094526370367
351,6,1.7390604870659965,1.791599405663354,1.4178207090922765,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7142857142857143,78.96590805053711,74.73659406389508
352,3,1.4486384689807892,1.3887262865900993,1.886265754699707,0.0,0.25,0.75,0.25,0.25,0.5,0.0,0.25,0.75,74.16071891784668,80.28293323516846
354,4,0.548507696390152,0.9631058543920517,1.3911871790885926,0.2,0.4,0.4,0.4,0.2,0.4,0.0,0.4,0.6,59.89955024719238,73.77309036254883
358,2,0.6508454432090124,1.1373268167177837,0.3673101266225179,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,64.606263478597,58.55815887451172
359,2,0.14350168903668722,0.8925754378239313,0.15686743458112082,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,50.223511695861816,50.467666943868004
366,3,1.15157650411129,1.416686773300171,0.7776940762996674,0.0,0.25,0.75,0.0,0.25,0.75,0.0,0.25,0.75,73.71820068359375,66.5971097946167
371,2,-0.15739794572194418,0.8305544157822927,-0.4689815739790599,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,47.382734298706055,40.85815588633219
373,4,-0.8414823234081268,0.33336743116378786,-0.9320989191532135,0.6,0.4,0.0,0.8,0.2,0.0,0.8,0.2,0.0,33.037672996520996,31.2961784362793
375,4,1.735256564617157,1.6586140930652618,2.15320543050766,0.0,0.4,0.6,0.2,0.2,0.6,0.0,0.2,0.8,76.24767532348633,81.61772842407227
376,6,0.47702287456818987,0.8883209079504013,0.5139571694391114,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,59.683292388916016,60.40935434613909
380,3,0.32717303559184074,0.9507784768939018,0.25850557908415794,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.5,57.17744064331055,55.77747917175293
390,16,0.4156356173403123,0.8449654964839711,0.47533952839234295,0.23529411764705882,0.35294117647058826,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.17647058823529413,0.17647058823529413,0.4117647058823529,0.4117647058823529,57.507408142089844,58.706718781415155
391,3,0.43940246012061834,1.0731813609600067,-0.3259105458855629,0.0,0.75,0.25,0.0,0.25,0.75,0.25,0.75,0.0,60.604979515075684,42.12950658798218
398,4,0.2141714334487915,0.8057869672775269,0.11913231015205383,0.0,0.8,0.2,0.0,0.8,0.2,0.2,0.6,0.2,54.615623474121094,52.35271224975586
401,9,-0.2581880562007427,1.209376572072506,-0.9257129341363907,0.4,0.3,0.3,0.3,0.2,0.5,0.5,0.2,0.3,48.259542274475095,39.347541582584384
406,3,0.6611053049564362,1.364294320344925,0.20165030285716057,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.25,56.32013463973999,48.48806095123291
408,8,-0.4472491343816121,1.064566149479813,-0.8602752155727811,0.6666666666666666,0.0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.2222222222222222,41.00154701868693,35.101975440979004
409,3,0.9818087220191956,1.496850147843361,0.3971109688282013,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,67.68100452423096,56.82723331451416
414,2,-0.36887800693511963,1.3992502155403297,-1.0711256663004558,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,52.71504990259806,43.32691983381907
416,7,0.6062970235943794,1.0198745084926486,0.557613767683506,0.375,0.0,0.625,0.375,0.0,0.625,0.375,0.0,0.625,61.3114538192749,60.593674540519714
417,6,-0.12020524059023176,0.731936511184488,-0.07537771122796195,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,46.55169037410191,47.31011595044817
421,2,0.6861185729503632,1.368646462758382,0.09517999490102132,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,65.57604598999023,52.40307362874349
423,6,-0.3251910124506269,0.8307572326489857,-0.467799825327737,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.2857142857142857,43.48392922537668,41.0818236214774
425,4,1.8024315595626832,1.0469522356987,3.0726876258850098,0.0,0.0,1.0,0.0,0.6,0.4,0.0,0.0,1.0,84.94507904052735,95.1779769897461
426,6,1.4557710545403617,1.4475896869386946,1.1230584468160356,0.0,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,76.37352534702846,70.9201523917062
428,6,-0.34113387550626484,0.7220345320446151,-0.5598548097269875,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,43.47576413835798,39.37061786651611
434,2,0.002076864242553711,1.106225699186325,-0.03170911471048991,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,45.727434158325195,45.32333501180013
444,2,0.20163593689600626,0.9918817083040873,-0.43657755851745605,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,54.674479166666664,40.49398295084635
446,2,0.3179369370142619,0.9774342762927214,0.5419375896453857,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,58.325395266215004,60.78588740030924
